MATH 3035, 37468.0, MWF, 09:00 AM - 09:50 AM, 3.0, MATH 3035 - Ordinary Differential Equation (M/W/F 09:00 AM - 09:50 AM)
MATH 3035L, 36221.0, W, 04:00 PM - 05:15 PM, 1.0, MATH 3035L - ODE Computer Lab (W 04:00 PM - 05:15 PM)
MTLS 5030, 37631.0, MWF, 12:00 PM - 12:50 PM, 3.0, MTLS 5030 - Design & Analysis of Experimen (M/W/F 12:00 PM - 12:50 PM)
MTLS 5030, 37632.0, MWF, 12:00 PM - 12:50 PM, 3.0, MTLS 5030 - Design & Analysis of Experimen (M/W/F 12:00 PM - 12:50 PM)
MTLS 5050, 37390.0, TR, 09:30 AM - 10:45 AM, 3.0, MTLS 5050 - Microstructure & Prop of Steel (T/R 09:30 AM - 10:45 AM)
MTLS 5050, 37573.0, TR, 09:30 AM - 10:45 AM, 3.0, MTLS 5050 - Microstructure & Prop of Steel (T/R 09:30 AM - 10:45 AM)
MTLS 5070, 37391.0, MWF, 09:00 AM - 09:50 AM, 3.0, MTLS 5070 - Corrosion Phenomena (M/W/F 09:00 AM - 09:50 AM)
MTLS 5070, 37572.0, MWF, 09:00 AM - 09:50 AM, 3.0, MTLS 5070 - Corrosion Phenomena (M/W/F 09:00 AM - 09:50 AM)
PHYS 5002, 37005.0, M, 02:00 PM - 03:50 PM, 2.0, PHYS 5002 - Intro Resrch & Scientific Comm (M 02:00 PM - 03:50 PM)
PHYS 5008, 37431.0, MWF, 10:00 AM - 10:50 AM, 3.0, PHYS 5008 - Statistical Mechanics (M/W/F 10:00 AM - 10:50 AM)
PHYS 5018, 37434.0, MW, 11:00 AM - 12:15 PM, 3.0, PHYS 5018 - Quantum Mechanics (M/W 11:00 AM - 12:15 PM)
PHYS 5079, 36387.0, R, 03:45 PM - 05:00 PM, 1.0, PHYS 5079 - Graduate-Faculty Seminar (R 03:45 PM - 05:00 PM)
PHYS 5089, 36788.0, MWF, 09:00 AM - 09:50 AM, 3.0, PHYS 5089 - Intro to Nuclear Science  (M/W/F 09:00 AM - 09:50 AM)
PHYS 5089L, 37207.0, F, 01:00 PM - 03:20 PM, 1.0, PHYS 5089L - Intro to Nuclear Measurements (F 01:00 PM - 03:20 PM)
HYDR 5092, 36846.0, M, 01:00 PM - 01:50 PM, 1.0, HYDR 5092 - Graduate Seminar (M 01:00 PM - 01:50 PM)
HYDR 5093, 37463.0, R, 04:00 PM - 05:00 PM, 1.0, HYDR 5093 - Seminar (R 04:00 PM - 05:00 PM)
GEOP 5029, 37454.0, MWF, 11:00 AM - 11:50 AM, 3.0, GEOP 5029 - Geophysical Inverse Methods (M/W/F 11:00 AM - 11:50 AM)
GEOP 5059, 37455.0, TR, 09:30 AM - 10:45 AM, 3.0, GEOP 5059 - Geodynamics (T/R 09:30 AM - 10:45 AM)
GEOP 5089, 37626.0, W, 03:00 PM - 03:50 PM, 1.0, GEOP 5089 - Fundamentals of Sci. Computing (W 03:00 PM - 03:50 PM)
GEOP 5092, 36845.0, M, 01:00 PM - 01:50 PM, 1.0, GEOP 5092 - Graduate Seminar (M 01:00 PM - 01:50 PM)
GEOP 5093, 36559.0, R, 04:00 PM - 05:00 PM, 1.0, GEOP 5093 - Seminar (R 04:00 PM - 05:00 PM)
GEOB 5089, 37359.0, W, 03:00 PM - 03:50 PM, 1.0, GEOB 5089 - Fundamentals of Sci. Computing (W 03:00 PM - 03:50 PM)
GEOB 5092, 36842.0, M, 01:00 PM - 01:50 PM, 1.0, GEOB 5092 - Graduate Seminar (M 01:00 PM - 01:50 PM)
GEOB 5093, 36123.0, R, 04:00 PM - 05:00 PM, 1.0, GEOB 5093 - Seminar (R 04:00 PM - 05:00 PM)
MENG 5016, 37402.0, TR, 11:00 AM - 12:15 PM, 3.0, MENG 5016 - Plates & Shells (T/R 11:00 AM - 12:15 PM)
MENG 5016, 37403.0, TR, 11:00 AM - 12:15 PM, 3.0, MENG 5016 - Plates & Shells (T/R 11:00 AM - 12:15 PM)
MENG 5024, 37076.0, TR, 12:30 PM - 01:45 PM, 3.0, MENG 5024 - Continuum Mechanics (T/R 12:30 PM - 01:45 PM)
MENG 5024, 37079.0, TR, 12:30 PM - 01:45 PM, 3.0, MENG 5024 - Continuum Mechanics (T/R 12:30 PM - 01:45 PM)
MENG 5044, 37404.0, TR, 09:30 AM - 10:45 AM, 3.0, MENG 5044 - Modern Control Theory (T/R 09:30 AM - 10:45 AM)
MENG 5047, 37405.0, F, 11:00 AM - 01:30 PM, 3.0, MENG 5047 - Theory Pyrotechnics & Apps (F 11:00 AM - 01:30 PM)
MENG 5047, 37416.0, F, 11:00 AM - 01:30 PM, 3.0, MENG 5047 - Theory Pyrotechnics & Apps (F 11:00 AM - 01:30 PM)
MENG 5049, 37082.0, TR, 09:30 AM - 10:45 AM, 3.0, MENG 5049 - Wave Propagation (T/R 09:30 AM - 10:45 AM)
MENG 5049, 37084.0, TR, 09:30 AM - 10:45 AM, 3.0, MENG 5049 - Wave Propagation (T/R 09:30 AM - 10:45 AM)
MENG 5056, 37086.0, TR, 08:00 AM - 09:15 AM, 3.0, MENG 5056 - Compressible Fluid Flow (T/R 08:00 AM - 09:15 AM)
MENG 5056, 37089.0, TR, 08:00 AM - 09:15 AM, 3.0, MENG 5056 - Compressible Fluid Flow (T/R 08:00 AM - 09:15 AM)
MENG 5072, 37406.0, TR, 08:00 AM - 09:15 AM, 3.0, MENG 5072 - Sensor Technology (T/R 08:00 AM - 09:15 AM)
MENG 5072, 37407.0, TR, 08:00 AM - 09:15 AM, 3.0, MENG 5072 - Sensor Technology (T/R 08:00 AM - 09:15 AM)
MENG 5077, 37090.0, TR, 12:30 PM - 01:45 PM, 3.0, MENG 5077 - Advanced Fluid Mechanics (T/R 12:30 PM - 01:45 PM)
MENG 5077, 37091.0, TR, 12:30 PM - 01:45 PM, 3.0, MENG 5077 - Advanced Fluid Mechanics (T/R 12:30 PM - 01:45 PM)
MENG 5079, 37408.0, MWF, 11:00 AM - 11:50 AM, 3.0, MENG 5079 - Advanced Heat Transfer (M/W/F 11:00 AM - 11:50 AM)
MENG 5079, 37409.0, MWF, 11:00 AM - 11:50 AM, 3.0, MENG 5079 - Advanced Heat Transfer (M/W/F 11:00 AM - 11:50 AM)
MENG 5085, 36652.0, M, 01:00 PM - 01:50 PM, 1.0, MENG 5085 - Graduate Faculty Seminar (M 01:00 PM - 01:50 PM)
MENG 5085, 36654.0, M, 01:00 PM - 01:50 PM, 1.0, MENG 5085 - Graduate Faculty Seminar (M 01:00 PM - 01:50 PM)
GNDR 2040, 37124.0, MWF, 10:00 AM - 10:50 AM, 3.0, GNDR 2040 - g:Science & Gender (M/W/F 10:00 AM - 10:50 AM)
MATH 3036, 36223.0, MWF, 01:00 PM - 01:50 PM, 3.0, MATH 3036 - Intro to PDE's (M/W/F 01:00 PM - 01:50 PM)
MATH 3052, 36226.0, TR, 09:30 AM - 10:45 AM, 3.0, MATH 3052 - Basic Concepts of Mathematics (T/R 09:30 AM - 10:45 AM)
MATH 3082, 36229.0, TR, 02:00 PM - 03:15 PM, 3.0, MATH 3082 - Probability and Statistics (T/R 02:00 PM - 03:15 PM)
MATH 3082L, 36231.0, M, 06:30 PM - 08:00 PM, 1.0, MATH 3082L - Probability and Statistics Lab (M 06:30 PM - 08:00 PM)
MATH 3082L, 36245.0, T, 06:30 PM - 08:00 PM, 1.0, MATH 3082L - Probability and Statistics Lab (T 06:30 PM - 08:00 PM)
MATH 4011, 36952.0, TR, 08:00 AM - 09:15 AM, 3.0, MATH 4011 - Numerical Linear Algebra (T/R 08:00 AM - 09:15 AM)
MATH 4038, 36955.0, TR, 11:00 AM - 12:15 PM, 3.0, MATH 4038 - Partial Differential Equations (T/R 11:00 AM - 12:15 PM)
MATH 4041, 36956.0, MWF, 02:00 PM - 02:50 PM, 3.0, MATH 4041 - Statistical Machine Learning (M/W/F 02:00 PM - 02:50 PM)
MATH 4054, 36960.0, TR, 09:30 AM - 10:45 AM, 3.0, MATH 4054 - Linear Algebra (T/R 09:30 AM - 10:45 AM)
MATH 4071, 37469.0, TR, 12:30 PM - 01:45 PM, 3.0, MATH 4071 - Intro to Analysis (T/R 12:30 PM - 01:45 PM)
MATH 4088, 37470.0, MWF, 03:00 PM - 03:50 PM, 3.0, MATH 4088 - Intro to Operations Research (M/W/F 03:00 PM - 03:50 PM)
MATH 5019, 37471.0, MWF, 11:00 AM - 11:50 AM, 3.0, MATH 5019 - Inverse Problems (M/W/F 11:00 AM - 11:50 AM)
MATH 5019, 37660.0, MWF, 11:00 AM - 11:50 AM, 3.0, MATH 5019 - Inverse Problems (M/W/F 11:00 AM - 11:50 AM)
MATH 5031, 37472.0, TR, 12:30 PM - 01:45 PM, 3.0, MATH 5031 - Topics in ODE's (T/R 12:30 PM - 01:45 PM)
MATH 5032, 37473.0, MW, 12:35 PM - 01:50 PM, 3.0, MATH 5032 - Perturbation Methods (M/W 12:35 PM - 01:50 PM)
MATH 5034, 37474.0, TR, 09:30 AM - 10:45 AM, 3.0, MATH 5034 - Topics in PDE's (T/R 09:30 AM - 10:45 AM)
MATH 5036, 37475.0, TR, 12:30 PM - 01:45 PM, 3.0, MATH 5036 - Mathematical Physics (T/R 12:30 PM - 01:45 PM)
GEOC 5023, 37373.0, W, 11:00 AM - 01:50 PM, 3.0, GEOC 5023 - Lithogeochemistry (W 11:00 AM - 01:50 PM)
GEOC 5075, 36850.0, W, 09:00 AM - 09:50 AM, 2.0, GEOC 5075 - Electron Microprobe Analysis (W 09:00 AM - 09:50 AM)
GEOC 5089, 36869.0, W, 03:00 PM - 03:50 PM, 1.0, GEOC 5089 - Fundamentals of Sci. Computing (W 03:00 PM - 03:50 PM)
FDMA 0289, 37361.0, TR, 02:00 PM - 03:15 PM, 3.0, FDMA 0289 - g:Introduction to Film Studies (T/R 02:00 PM - 03:15 PM)
EXPL 4047, 37395.0, F, 11:00 AM - 01:30 PM, 3.0, EXPL 4047 - Theory Pyrotechnics & Apps (F 11:00 AM - 01:30 PM)
EXPL 4049, 37069.0, TR, 09:30 AM - 10:45 AM, 3.0, EXPL 4049 - Wave Propagation (T/R 09:30 AM - 10:45 AM)
MTLS 5092, 36957.0, W, 12:00 PM - 12:50 PM, 1.0, MTLS 5092 - Materials Eng Graduate Seminar (W 12:00 PM - 12:50 PM)
MTLS 5092, 36958.0, W, 12:00 PM - 12:50 PM, 1.0, MTLS 5092 - Materials Eng Graduate Seminar (W 12:00 PM - 12:50 PM)
ENVS 0189, 37601.0, MWF, 10:00 AM - 10:50 AM, 3.0, ENVS 0189 - Intro to Environmental Science (M/W/F 10:00 AM - 10:50 AM)
ENVS 4012, 36835.0, MW, 12:00 PM - 12:50 PM, 3.0, ENVS 4012 - Geographic Information Systems (M/W 12:00 PM - 12:50 PM)
ENVS 4072, 36834.0, W, 01:00 PM - 01:50 PM, 1.0, ENVS 4072 - Senior Seminar (W 01:00 PM - 01:50 PM)
GEOL 1190, 37436.0, TR, 11:00 AM - 12:15 PM, 3.0, GEOL 1190 - Geology of the National Parks (T/R 11:00 AM - 12:15 PM)
GEOL 1190L, 37439.0, M, 02:00 PM - 04:50 PM, 1.0, GEOL 1190L - Geology of the Natl Par Lab (M 02:00 PM - 04:50 PM)
GEOL 1190L, 37441.0, T, 02:00 PM - 04:50 PM, 1.0, GEOL 1190L - Geology of the Natl Par Lab (T 02:00 PM - 04:50 PM)
GEOL 206, 36858.0, TR, 11:00 AM - 12:15 PM, 4.0, GEOL 206 - Earth History (T/R 11:00 AM - 12:15 PM)
GEOL 2160, 36860.0, TR, 09:30 AM - 10:45 AM, 3.0, GEOL 2160 - Introduction to Mineralogy (T/R 09:30 AM - 10:45 AM)
GEOL 2160L, 36861.0, T, 02:00 PM - 04:50 PM, 1.0, GEOL 2160L - Introduction to Mineralogy Lab (T 02:00 PM - 04:50 PM)
GEOL 3025, 37443.0, TR, 12:30 PM - 01:45 PM, 3.0, GEOL 3025 - Near-Surface Geophysics (T/R 12:30 PM - 01:45 PM)
GEOL 3040, 36866.0, MWF, 09:00 AM - 09:50 AM, 3.0, GEOL 3040 - Glbl Climate Chnge Orig & Impa (M/W/F 09:00 AM - 09:50 AM)
GEOL 3089, 37562.0, MWF, 12:00 PM - 12:50 PM, 3.0, GEOL 3089 - Introduction to Paleoclimate (M/W/F 12:00 PM - 12:50 PM)
GEOL 4012, 36839.0, MW, 12:00 PM - 12:50 PM, 3.0, GEOL 4012 - Intro Geographic Information (M/W 12:00 PM - 12:50 PM)
GEOL 4012, 36840.0, MW, 12:00 PM - 12:50 PM, 3.0, GEOL 4012 - Intro Geographic Information (M/W 12:00 PM - 12:50 PM)
GEOL 4060, 36870.0, MW, 11:00 AM - 11:50 AM, 3.0, GEOL 4060 - Subsurface & Petroleum Geology (M/W 11:00 AM - 11:50 AM)
ENGL 0289, 37492.0, TR, 05:00 PM - 06:15 PM, 3.0, ENGL 0289 - g:Mythology (T/R 05:00 PM - 06:15 PM)
ENGL 1110, 36069.0, MWF, 10:00 AM - 10:50 AM, 3.0, ENGL 1110 - g: Composition I (M/W/F 10:00 AM - 10:50 AM)
ENGL 1120, 36070.0, TR, 08:00 AM - 09:15 AM, 3.0, ENGL 1120 - g: Composition II (T/R 08:00 AM - 09:15 AM)
ENGL 1120, 36071.0, TR, 09:30 AM - 10:45 AM, 3.0, ENGL 1120 - g: Composition II (T/R 09:30 AM - 10:45 AM)
ENGL 1120, 36086.0, TR, 12:30 PM - 01:45 PM, 3.0, ENGL 1120 - g: Composition II (T/R 12:30 PM - 01:45 PM)
ENGL 1120, 36087.0, TR, 02:00 PM - 03:15 PM, 3.0, ENGL 1120 - g: Composition II (T/R 02:00 PM - 03:15 PM)
ENGL 1120, 37092.0, TR, 03:30 PM - 04:45 PM, 3.0, ENGL 1120 - g: Composition II (T/R 03:30 PM - 04:45 PM)
ENGL 3041, 36117.0, TR, 09:30 AM - 10:45 AM, 3.0, ENGL 3041 - g:Technical Writing (T/R 09:30 AM - 10:45 AM)
ENGL 3041, 36118.0, TR, 11:00 AM - 12:15 PM, 3.0, ENGL 3041 - g:Technical Writing (T/R 11:00 AM - 12:15 PM)
ENGL 3041, 36119.0, TR, 12:30 PM - 01:45 PM, 3.0, ENGL 3041 - g:Technical Writing (T/R 12:30 PM - 01:45 PM)
ENGL 3041, 36121.0, TR, 02:00 PM - 03:15 PM, 3.0, ENGL 3041 - g:Technical Writing (T/R 02:00 PM - 03:15 PM)
ENGL 3041, 36785.0, MWF, 12:00 PM - 12:50 PM, 3.0, ENGL 3041 - g:Technical Writing (M/W/F 12:00 PM - 12:50 PM)
ENGL 3089, 37493.0, MWF, 02:00 PM - 02:50 PM, 3.0, ENGL 3089 - g:African Magic Myth & Mystery (M/W/F 02:00 PM - 02:50 PM)
ES 111, 37162.0, MW, 12:00 PM - 12:50 PM, 3.0, ES 111 - Computer Programming for Engrs (M/W 12:00 PM - 12:50 PM)
ES 201, 36003.0, TR, 12:30 PM - 01:45 PM, 3.0, ES 201 - Statics (T/R 12:30 PM - 01:45 PM)
ES 201, 36007.0, MWF, 10:00 AM - 10:50 AM, 3.0, ES 201 - Statics (M/W/F 10:00 AM - 10:50 AM)
ES 216, 36001.0, TR, 02:00 PM - 03:15 PM, 3.0, ES 216 - Engineering Fluid Mechanics (T/R 02:00 PM - 03:15 PM)
ES 216, 36013.0, MWF, 11:00 AM - 11:50 AM, 3.0, ES 216 - Engineering Fluid Mechanics (M/W/F 11:00 AM - 11:50 AM)
ES 3002, 36836.0, TR, 09:30 AM - 10:45 AM, 3.0, ES 3002 - Mechanics of Materials (T/R 09:30 AM - 10:45 AM)
ES 3002, 36837.0, MWF, 11:00 AM - 11:50 AM, 3.0, ES 3002 - Mechanics of Materials (M/W/F 11:00 AM - 11:50 AM)
ES 3003, 36172.0, TR, 09:30 AM - 10:45 AM, 3.0, ES 3003 - Engineering Dynamics (T/R 09:30 AM - 10:45 AM)
ES 3016, 36173.0, TR, 09:30 AM - 10:45 AM, 3.0, ES 3016 - Engineering Economics (T/R 09:30 AM - 10:45 AM)
ES 3032, 36175.0, MWF, 11:00 AM - 11:50 AM, 3.0, ES 3032 - Electrical Engineering (M/W/F 11:00 AM - 11:50 AM)
ES 3047, 36176.0, TR, 12:30 PM - 01:45 PM, 3.0, ES 3047 - Thermodynamics (T/R 12:30 PM - 01:45 PM)
ES 3047, 36177.0, MWF, 09:00 AM - 09:50 AM, 3.0, ES 3047 - Thermodynamics (M/W/F 09:00 AM - 09:50 AM)
ES 3050, 36178.0, MWF, 10:00 AM - 10:50 AM, 3.0, ES 3050 - Heat & Mass Transfer (M/W/F 10:00 AM - 10:50 AM)
ES 3089, 37654.0, M, 02:00 PM - 05:00 PM, 1.0, ES 3089 - Spacecraft Engineering (M 02:00 PM - 05:00 PM)
ES 4005L, 36179.0, T, 02:00 PM - 04:55 PM, 1.0, ES 4005L - Inst.,Meas.,& Proc. Cont. Labl (T 02:00 PM - 04:55 PM)
EMGT 5005, 36923.0, W, 05:00 PM - 08:00 PM, 3.0, EMGT 5005 - Technology Marketing (W 05:00 PM - 08:00 PM)
EMGT 5008, 36917.0, T, 05:00 PM - 08:00 PM, 3.0, EMGT 5008 - Engineering Project Management (T 05:00 PM - 08:00 PM)
EMGT 5009, 37348.0, M, 05:00 PM - 08:00 PM, 3.0, EMGT 5009 - Sys Risk & Decision Ana (M 05:00 PM - 08:00 PM)
EMGT 5010, 37349.0, R, 05:00 PM - 08:00 PM, 3.0, EMGT 5010 - Energy Markets (R 05:00 PM - 08:00 PM)
EMGT 5089, 36925.0, R, 05:00 PM - 08:00 PM, 3.0, EMGT 5089 - Managerial Economics (R 05:00 PM - 08:00 PM)
EMGT 5089, 36926.0, W, 05:00 PM - 08:00 PM, 3.0, EMGT 5089 - Space Technology History (W 05:00 PM - 08:00 PM)
EDUC 3041, 37061.0, MW, 05:15 PM - 06:30 PM, 3.0, EDUC 3041 - Match Teach Strat to Stu Learn (M/W 05:15 PM - 06:30 PM)
EDUC 3041, 37063.0, MW, 05:15 PM - 06:30 PM, 3.0, EDUC 3041 - Match Teach Strat to Stu Learn (M/W 05:15 PM - 06:30 PM)
EDUC 3042, 37330.0, MW, 05:15 PM - 06:30 PM, 3.0, EDUC 3042 - Match Teach Strat to Stu Learn (M/W 05:15 PM - 06:30 PM)
EDUC 3042, 37465.0, MW, 05:15 PM - 06:30 PM, 3.0, EDUC 3042 - Match Teach Strat to Stu Learn (M/W 05:15 PM - 06:30 PM)
EDUC 3099, 37328.0, F, 02:00 PM - 04:00 PM, 2.0, EDUC 3099 - Mentoring & Leadership (F 02:00 PM - 04:00 PM)
EDUC 4003, 37067.0, TR, 05:00 PM - 06:15 PM, 3.0, EDUC 4003 - Methods & Prac of Teach (T/R 05:00 PM - 06:15 PM)
EDUC 4003, 37068.0, TR, 05:00 PM - 06:15 PM, 3.0, EDUC 4003 - Methods & Prac of Teach (T/R 05:00 PM - 06:15 PM)
EDUC 4014, 36170.0, M, 04:10 PM - 05:10 PM, 3.0, EDUC 4014 - Student Teaching Seminar (M 04:10 PM - 05:10 PM)
EDUC 5003, 37074.0, TR, 05:00 PM - 06:15 PM, 3.0, EDUC 5003 - Methods & Prac of Teach (Sec.) (T/R 05:00 PM - 06:15 PM)
EDUC 5004, 37081.0, TR, 05:00 PM - 06:15 PM, 3.0, EDUC 5004 - Methods & Prac of Teach (Elem) (T/R 05:00 PM - 06:15 PM)
EDUC 5006, 37331.0, TR, 03:30 PM - 04:45 PM, 3.0, EDUC 5006 - Teach & Assess Read (Elem) (T/R 03:30 PM - 04:45 PM)
EDUC 5011, 36171.0, M, 04:10 PM - 05:10 PM, 3.0, EDUC 5011 - Supervised Field Experience (M 04:10 PM - 05:10 PM)
EDUC 5012, 37332.0, M, 04:10 PM - 05:10 PM, 3.0, EDUC 5012 - Supervised Field Experience El (M 04:10 PM - 05:10 PM)
MENG 5089, 37096.0, TR, 02:00 PM - 03:15 PM, 3.0, MENG 5089 - Adv. manufact, Multifunct MTLS (T/R 02:00 PM - 03:15 PM)
MENG 5089, 37098.0, TR, 02:00 PM - 03:15 PM, 3.0, MENG 5089 - Adv. manufact, Multifunct MTLS (T/R 02:00 PM - 03:15 PM)
MENG 5089, 37272.0, MWF, 08:00 AM - 08:50 AM, 3.0, MENG 5089 - Space Environment (M/W/F 08:00 AM - 08:50 AM)
MENG 5089, 37410.0, MWF, 12:00 PM - 12:50 PM, 3.0, MENG 5089 - Design & Analysis of Experimen (M/W/F 12:00 PM - 12:50 PM)
MENG 5089, 37411.0, MWF, 12:00 PM - 12:50 PM, 3.0, MENG 5089 - Design & Analysis of Experimen (M/W/F 12:00 PM - 12:50 PM)
MATH 5041, 36965.0, TR, 02:00 PM - 03:15 PM, 3.0, MATH 5041 - Statistical Machine Learning (T/R 02:00 PM - 03:15 PM)
MATH 5082, 37476.0, TR, 09:30 AM - 10:45 AM, 3.0, MATH 5082 - Linear Statistical Models (T/R 09:30 AM - 10:45 AM)
MATH 5089, 37671.0, W, 04:00 PM - 04:50 PM, 1.0, MATH 5089 - seminar in mathematical physic (W 04:00 PM - 04:50 PM)
ECON 2110, 36920.0, TR, 12:30 PM - 01:45 PM, 3.0, ECON 2110 - Macroeconomic Principles (T/R 12:30 PM - 01:45 PM)
ECON 3072, 36921.0, TR, 03:30 PM - 04:45 PM, 3.0, ECON 3072 - Natural Resource & Environ Ec (T/R 03:30 PM - 04:45 PM)
ECON 4089, 36922.0, R, 05:00 PM - 08:00 PM, 3.0, ECON 4089 - Managerial Economics (R 05:00 PM - 08:00 PM)
EE 0289, 37670.0, M, 02:00 PM - 04:50 PM, 1.0, EE 0289 - Intermediate Electronics Lab (M 02:00 PM - 04:50 PM)
EE 161, 37166.0, W, 02:00 PM - 04:50 PM, 1.0, EE 161 - Basic Electronics Laboratory I (W 02:00 PM - 04:50 PM)
EE 161, 37167.0, R, 02:00 PM - 04:50 PM, 1.0, EE 161 - Basic Electronics Laboratory I (R 02:00 PM - 04:50 PM)
EE 212, 37168.0, MWF, 09:00 AM - 09:50 AM, 3.0, EE 212 - Circuits & Signals II (M/W/F 09:00 AM - 09:50 AM)
EE 252, 37169.0, MWF, 10:00 AM - 10:50 AM, 3.0, EE 252 - Digital Electronics (M/W/F 10:00 AM - 10:50 AM)
EE 3032, 37019.0, TR, 09:30 AM - 10:45 AM, 3.0, EE 3032 - Electricity and Magnetism (T/R 09:30 AM - 10:45 AM)
EE 3062, 37020.0, F, 02:00 PM - 04:50 PM, 1.0, EE 3062 - Mixed Electronics Lab II (F 02:00 PM - 04:50 PM)
EE 3072, 37021.0, MWF, 10:00 AM - 10:50 AM, 3.0, EE 3072 - Modeling and Simulation (M/W/F 10:00 AM - 10:50 AM)
EE 4072, 37022.0, TR, 12:30 PM - 01:45 PM, 4.0, EE 4072 - Digital Signal Processing (T/R 12:30 PM - 01:45 PM)
EE 4082, 37023.0, MW, 12:00 PM - 12:50 PM, 3.0, EE 4082 - Capstone Design II (M/W 12:00 PM - 12:50 PM)
EE 4091, 37024.0, MWF, 09:00 AM - 09:50 AM, 3.0, EE 4091 - Renewable Energy (M/W/F 09:00 AM - 09:50 AM)
EE 5052, 37026.0, MWF, 10:00 AM - 10:50 AM, 3.0, EE 5052 - Image Processing & Data Comp (M/W/F 10:00 AM - 10:50 AM)
EE 5060, 37333.0, MWF, 09:00 AM - 09:50 AM, 4.0, EE 5060 - Electronic Warfare (M/W/F 09:00 AM - 09:50 AM)
EE 5070, 37334.0, MWF, 01:00 PM - 01:50 PM, 4.0, EE 5070 - AI in Engineering (M/W/F 01:00 PM - 01:50 PM)
GEOC 5092, 36843.0, M, 01:00 PM - 01:50 PM, 1.0, GEOC 5092 - Graduate Seminar (M 01:00 PM - 01:50 PM)
GEOC 5093, 36773.0, R, 04:00 PM - 05:00 PM, 1.0, GEOC 5093 - Seminar (R 04:00 PM - 05:00 PM)
CYBS 5003, 37025.0, R, 06:00 PM - 09:00 PM, 3.0, CYBS 5003 - Cybersecurity Policy (R 06:00 PM - 09:00 PM)
CYBS 5004, 37335.0, M, 02:00 PM - 05:00 PM, 3.0, CYBS 5004 - Psychology of Cybersecurity (M 02:00 PM - 05:00 PM)
CYBS 5054, 37340.0, W, 06:00 PM - 09:00 PM, 3.0, CYBS 5054 - Computer Network Security (W 06:00 PM - 09:00 PM)
CYBS 5089, 37574.0, R, 03:30 PM - 06:00 PM, 3.0, CYBS 5089 - Formal Security Policy	 (R 03:30 PM - 06:00 PM)
GEOL 4093, 36847.0, R, 04:00 PM - 05:00 PM, 1.0, GEOL 4093 - Seminar (R 04:00 PM - 05:00 PM)
COMM 4089, 37491.0, MWF, 11:00 AM - 11:50 AM, 3.0, COMM 4089 - g:Comm Prof Prep E Portfolio (M/W/F 11:00 AM - 11:50 AM)
COMM 5080, 37211.0, MTWRF, 09:30 AM - 04:30 PM, 1.0, COMM 5080 - Thesis&Dissert Boot Camp (M/T/W/R/F 09:30 AM - 04:30 PM)
CSE 107, 36009.0, MWF, 01:00 PM - 01:50 PM, 4.0, CSE 107 - Intro to Programming Python (M/W/F 01:00 PM - 01:50 PM)
CSE 113, 36005.0, MWF, 02:00 PM - 02:50 PM, 4.0, CSE 113 - Introduction to Programming (M/W/F 02:00 PM - 02:50 PM)
CSE 122, 36004.0, MWF, 11:00 AM - 11:50 AM, 3.0, CSE 122 - Algorithms & Data Structures (M/W/F 11:00 AM - 11:50 AM)
CSE 213, 36913.0, MWF, 09:00 AM - 09:50 AM, 3.0, CSE 213 - Intro Obj Oriented Programming (M/W/F 09:00 AM - 09:50 AM)
CSE 222, 36928.0, MWF, 11:00 AM - 11:50 AM, 3.0, CSE 222 - Systems Programming (M/W/F 11:00 AM - 11:50 AM)
CSE 3007, 37203.0, MWF, 12:00 PM - 12:50 PM, 3.0, CSE 3007 - Python for Data Science (M/W/F 12:00 PM - 12:50 PM)
CSE 3024, 36890.0, TR, 12:30 PM - 01:45 PM, 3.0, CSE 3024 - Princ of Programming Language (T/R 12:30 PM - 01:45 PM)
CSE 3026, 36891.0, TR, 03:30 PM - 04:45 PM, 3.0, CSE 3026 - Software Engineering (T/R 03:30 PM - 04:45 PM)
CSE 3031, 36893.0, TR, 11:00 AM - 12:15 PM, 3.0, CSE 3031 - Computer Architecture (T/R 11:00 AM - 12:15 PM)
CSE 3042, 36894.0, TR, 02:00 PM - 03:15 PM, 3.0, CSE 3042 - Formal Languages & Automata (T/R 02:00 PM - 03:15 PM)
CSE 3063, 36895.0, TR, 09:30 AM - 10:45 AM, 3.0, CSE 3063 - Computer Security (T/R 09:30 AM - 10:45 AM)
CSE 3073, 36897.0, TR, 02:00 PM - 03:15 PM, 3.0, CSE 3073 - Intro to Database Systems (T/R 02:00 PM - 03:15 PM)
CSE 3082, 36899.0, MWF, 11:00 AM - 11:50 AM, 3.0, CSE 3082 - Ethical/Social Issues Comp/IT (M/W/F 11:00 AM - 11:50 AM)
CSE 3082, 36902.0, MWF, 01:00 PM - 01:50 PM, 3.0, CSE 3082 - Ethical/Social Issues Comp/IT (M/W/F 01:00 PM - 01:50 PM)
CSE 3091, 36263.0, W, 05:00 PM - 05:50 PM, 1.0, CSE 3091 - Cybersecurity Professional Dev (W 05:00 PM - 05:50 PM)
CSE 4023, 36905.0, TR, 12:30 PM - 01:45 PM, 4.0, CSE 4023 - Compiler Writing (T/R 12:30 PM - 01:45 PM)
CSE 4023, 36906.0, TR, 12:30 PM - 01:45 PM, 4.0, CSE 4023 - Compiler Writing (T/R 12:30 PM - 01:45 PM)
CSE 4052, 37343.0, W, 04:00 PM - 06:30 PM, 4.0, CSE 4052 - Intro to Sensor Networks (W 04:00 PM - 06:30 PM)
